mesin,1hai,3
memanjatkan doa,4
top,5
mood,2
berzikir,4
kenal,3
kebahagiaan,4
dengerin,3
bertanding,2
berusaha,3
jempolan,4
yahud,4
berjihad,3
juang,3
bersangkut,1
mencolok,2
pasar uang,2
memikat,2
taut,2
bayar,1
menarik,4
hebring,3
seru,5
pukul,1
simak,3
memuaskan,5
aduhai,4
bergelanggang,2
hatiku,2
love,5
yuuk,4
pelipuran,2
profitabel,4
tebal telinga,1
senyumin,3
cuek,1
berlaba,4
peduli,4
insyaallah,2
berkhasiat,4
diem,2
menguntungkan,4
mulu,2
motivasi,3
berkat,1
apatis,1
berhikmah,2
berfaedah,4
purnama,2
mengagumkan,4
siph,2
inklusif,1
beneran,3
wewenang,2
mojang,2
lunch,3
aziz,2
fav,5
okay,4
melancarkan,3
nemenin,2
cicip,3
bunda,3
laun,1
waras,2
pinter,5
melorot,1
bilas,1
terjeblos,1
terjun,1
menggelincir,1
lunas (kapal,2
rebah,2
reparasi,3
gontai,1
sederhana,3
tumpuan,2
himpit,1
turunan,1
mudah,4
tumbang,1
live,3
memandu,3
gamblang,3
terjungkal,1
ngasih,3
penyempurnaan,3
asasi,3
gurufavorit,3
friends,3
tercemplung,1
rektifikasi,1
meringankan,2
mamak,2
lambat,1
memudahkan,3
terbanting,1
pencitraan,2
berikhtiar,3
belanja,2
andai,2
lingsir,2
murah,3
assalamualaikum,3
ibunda,3
luruh,2
fondasi,2
arabika,2
membayangkan,2
rekonsiliasi,4
copot,1
simbok,2
saldo,2
berjatuhan,1
tergelincir,1
memuluskan,3
rontok,1
islam,4
mama,4
filial,2
ujian,1
puterin,1
mengantongi,1
gugur,1
berbuah,2
bersila,2
inovasi,4
berumah tangga,2
berbakat,4
ngerti,1
menumpang tinggal,1
menggelesot,1
kuliah,1
berbunga,3
filsafat,3
berketurunan,2
tinggal,1
wafat,1
bertunangan,3
kepo,2
menongkrong,1
dimulai,1
tabungan,3
kuat (dugaan),2
deposito,3
hy,1
mewarisi,3
komedi,3
fokus,3
bebodoran,2
lahir,3
deket,1
dewasa,2
menikah,4
tekad,4
bermukim,2
berpembawaan,1
pertukaran,1
dagelan,3
kasad,1
kelucuan,3
keduniaan,1
tawakal,3
cash,2
mengesahkan,2
pamrih,1
join,1
pancaroba,1
kunjungi,3
berdaya guna,4
modifikasi,2
mengirat,2
searah,1
khusyuk,3
adi,2
sob,2
beroperasi,1
didik,3
vote,1
iflix,1
gratifikasi,2
pamit,2
ekstra,3
bermohon,3
berdua,1
angguk,1
bepergian,1
joli,1
jodoh,3
terkoneksi,3
herbal,2
sesuai,3
sekata,3
laporkan,2
penghidupan,2
utopia,2
berkenan,2
rahim,2
lewat,2
geleser,1
special,4
obsesi,1
sepakat,4
bermohon diri,2
insentif,3
nafkah,3
setuju,4
curhat,2
berproses,1
varian,1
oke,2
kesabaran,5
mufakat,4
rawat,3
mikir,2
karunia,4
beredar,2
rangkap,2
tengah,2
komisi,3
check,1
nasi,2
serasi,4
maklumat,2
darurat,1
disarankan,1
inisiator,3
substansial,1
luntur,1
trima,1
berbagi,2
kabar,2
tiara,3
lancar,4
lanjutkan,1
baik-baik,3
pelancar,2
say,1
ajak,1
meminta,1
publikasi,2
benar-benar,2
rasio,1
baper,1
intensif,2
menyembul,1
hadir,2
muncul,1
menukar,1
ayunan,3
berhati-hati,3
kembang-kempis,3
hastag,1
diskaun,3
jumat,2
babe,3
merapal,1
bergetar,1
mengerubungi,1
bernyanyi,2
terperengah,1
irit,2
bergema,1
setir,1
penggunaan,1
selidik,2
penimbunan,1
muslim,3
merinai,1
memindahkan,1
swagriya,2
memperhitungkan,1
lelang,1
cuat,2
kenangan,3
kehebohan,1
maksimal,3
dipantau,2
smartphone,1
penabung,3
sharing,3
tampak,1
ngerasain,1
jagalah,3
penumpukan,1
lovers,4
gelegak,1
nyanyi,3
bahas,2
pengembangannya,3
tertinggi,3
lenggang,2
monggo,3
mengeroyok,1
ayun,1
aba,2
abi,2
queen,2
ekonomis,3
mengangsur,1
sebenernya,1
refresh,2
orang islam,2
nice,4
ayahanda,1
membahas,1
menorehkan,1
penambahan,2
kaitan,1
menyembur,1
gesek,1
geser,1
tetap hati,3
tercinta,4
signifikansi,2
sidang,1
penggentaran,1
definit,2
jali,2
kekerabatan,3
afiliasi,2
konkret,3
chat,3
alim,2
fanbase,3
reseptor,2
maujud,2
merah jambu,3
komunitas,2
eviden,3
genah,2
sensibel,2
coffee,2
bernyali besar,3
sangat,3
goda,2
sparing,3
jaringan,3
real,2
sentuh,1
belajar,3
informasinya,2
mengaibkan,1
membiasakan,2
konfirmasinya,3
kesimpulan,3
berwujud,2
pantas mulut,2
rizki,4
latih,3
sweet,3
bernyali,4
kentara,1
banget,1
percaya diri,4
adzan,3
transparansi,2
salamat,4
dear,2
persangkutan,2
candang,2
anut,2
jalanin,2
pandai bicara,3
pancur,1
interaksi,3
alim arif,4
cakep,5
single,3
penerima,2
langgam,2
merah muda,3
nyali besar,3
nekat,2
kesatria,2
sungguh-sungguh,2
konfirmasikan,3
bentur,1
determinasi,3
medium,2
tampilan,1
baku,1
kubra,2
satria,4
jentelmen,3
relevansi,2
penyambut,2
faktual,3
krim,1
melakoni,1
jamiah,1
esok,1
dikasih,2
penunggu dunia,2
ijab,2
menayangkan,2
snapback,2
pinky,3
sejenak,1
favorite,4
sigap,4
membimbingmu,3
couple,2
syarikat,3
penyesuaian,3
menghadiahkan,3
ikat janji,3
dapatkan,2
secepatnya,3
drum,2
tengkurap,2
terluang,2
nada,2
yukk,4
berlebih,1
tempo,1
hostel,1
menganugerahi,3
rembuk,3
pesanggrahan,2
pemikiran,1
bahasan,1
pose,3
bertaraf,3
penangguhan,3
mobil,1
care,2
baju,2
biarkan,1
bertekan,1
adaptasi,2
melayani,3
help,2
konferensi,2
gerak gerik,1
menyikap,1
pingin,2
lompong,1
azimat,1
penyelarasan,3
hamba Allah,3
bersemangat,4
habituasi,1
layan,2
ciyeee,1
senyumnya,3
maen,3
meladeni,3
perbincangan,2
merenangi,1
kesepakatan,3
itihad,3
menyelami,3
forum,2
penginapan,2
super,3
menggores,1
kencan,3
pengakuan,2
imbang,2
duluan,2
ngobrol,1
bismillah,4
tekan,1
pembahasan,1
berkualitas,4
ketiadaan,1
tandang,1
kestabilan,4
mengontak,1
memarkir,1
arung,1
cintai,4
tayang,3
balas,1
enjoy,3
kuy,1
motel,1
tengok,2
dangkal,1
deres,1
menelungkup,1
mirip,1
permufakatan,3
booking,2
plus,2
baiknya,1
meniti,2
reply,2
musyawarah,2
bernas,2
tambah,3
losmen,2
kenek,1
kerjaan,2
tukar pikiran,3
teh,1
pembeli,2
lihat,3
hotel,1
bertingkat,1
berbobot,2
perilaku,2
menghubungi,1
menanggapi,3
pengirim,1
pengangkut,1
rajah,1
gerak laku,1
setara,2
semerbak,2
arsitektur,2
selayaknya,3
rute,2
size,1
diskon,2
erang,1
saksama,2
konstelasi,2
koneksi,2
tergelak,4
sketsa,2
gelagat,1
tingkah laku,1
maklum,3
kebijakan,3
sepatutnya,2
beranda,1
permenungan,2
rapal,1
kemiripan,2
tertawa,5
sadar,2
berkarya,3
sewajarnya,2
menegarkan,2
great,3
menyanjung-sanjung,2
membunyikan,2
dateng,2
merapat,1
merata,1
antologi,1
pengalaman,2
rame,2
saran,2
adil,4
fulanah,1
coretan,2
ketawa,4
bertemu,2
persamaan,2
guruh,2
lumayan,1
mengembang,1
selfie,2
album,3
kiprah,3
dihati,3
verbal,1
suratan takdir,2
stabil,3
memuji-muji,4
lagak,2
terindah,5
aksi,2
sikap,2
terlewat,1
menegur,2
ngopi,3
solo,2
teguk,2
kalap,1
jatah,3
engah,1
untung,3
eaa,1
jujur,4
keras hati,1
koleksi,1
pertahanin,1
undang,2
berdendang,4
hoki,3
peruntungan,4
mantap,5
sugesti,2
tuah,1
patuh,4
keaktifan,2
melambungkan,2
pelajaran,2
usul,2
tenggang,1
sebanding,3
getol,2
gila-gilaan,2
melafalkan,2
terjaga,2
berserah,2
rohaniah,2
sepantasnya,2
ratu,2
mencium telapak kaki,1
daya upaya,3
setimpal,2
pasrah,3
buka,3
mahal,1
bertukar akal,1
kepuasan,3
mafhum,3
siuman,3
meluas,2
perkembangan,2
tekun,4
melek,2
lupain,1
musik,2
siapa,1
nikmati,3
dongeng,3
adek,1
streng,1
akidah,3
sponsor,2
keliatan,2
penunjang,3
kerasan,2
ketaatan,3
pendukung,4
telaten,4
malu,2
suporter,3
gempita,4
hingar,2
ikat,1
kontak,2
kenyamanan,4
kelahiran,3
diproses,1
penanganan,1
maslahat,3
ketetapan hati,3
solusi,3
pacarnya,2
homogen,2
gepok,2
sekolah,3
relasi,3
peristiwa,2
sastra,2
wajar,3
gegap,2
import,2
lukisan,2
cercah,2
lupakan,1
dikonfirmasi,3
perkasa,4
laba,4
esai,2
sumbu,2
iman,3
insiden,1
slow,1
dogmatis,2
penyokong,3
merilis,3
ekspres,3
hikmat,3
dahsyat,2
bersamamu,3
cute,5
keuntungan,4
baiklah,2
keteguhan hati,3
resolusi,3
memudar,2
kekuatan batin,3
menjadi-jadi,1
kumbang,1
alot,1
persahabatan,4
simple,3
selengkapnya,1
hiruk,1
okeey,2
deras,2
ceritanya,2
komunikasi,2
dicoba,2
dikirim,2
kekeliruan,1
mancing,2
demen,3
penyelesaian,2
tewas,1
proud,5
tergila-gila,3
voucher,3
ngaku,2
penanggulangan,2
anjir,1
keteguhan batin,3
perebutan,1
berkah,4
arak,2
kaya,2
ngalah,2
tulus hati,4
mimpian,2
team,1
silir-semilir,2
moga-moga,1
yaaaa,1
kado,2
terimaksih,4
berlimpah,1
mendarat,1
doain,2
baby,2
challenge,2
mulus,4
berdansa,3
prajurit,2
cintaku,4
welcome,4
mengenal,1
berjilbab,3
kerinduan,2
kalem,4
memantai,1
nungguin,1
game,2
leleh,1
ampun,1
amalan,4
tuntas,2
temennya,1
kukuh,2
rida,2
kepercayaan,3
masjid,3
mengucup,2
bantuin,3
ibadah,4
umum,1
pelangi,4
rejeki,4
tunai,3
membahagiakan,4
quran,3
produktif,2
alhamdulilah,3
rampung,3
tertata,3
solusinya,3
ikhlas,4
terbiasa,3
shiawase,2
kliyengan,1
pengaman,2
yank,2
aamiin,2
subur,2
gelak,2
betul,2
religi,1
memasuki,2
keprihatinan,2
nestapa,1
khawatir,1
masak,2
birthday,4
khayal,2
berparade,1
pantes,1
rapi,3
surau,2
dimiliki,1
siap,1
koordinasikan,1
kebanyakan,2
goreng,1
normal,1
tertarik,2
mengimbangi,1
bersahabat,2
sejati,3
undangan,1
smpai,1
mencinta,5
kuat,2
hati-hati,2
menghadiahi,4
pseudonim,2
mengingat-ingat,2
juta,2
ustazah,3
dicuekin,1
judul,2
kekayaan,2
modal,2
pelita,4
novel,2
cegak,1
sahabatnya,3
resmi,2
mudahan,1
sukacita,2
formal,2
liburan,3
pendek,1
ingat,2
prospek,3
gurih,1
matahari,2
visi,2
familiar,2
pantas,1
ganteng,4
jaga-jaga,1
menyesal,1
substansi,1
ganjaran balasan,1
jagoan,3
berirama,4
lihai,2
artis,2
portofolio,2
alaikum,2
teratur,4
aduh,1
bersesal,1
bonus,4
kekeluargaan,4
melengkapi,3
invitasi,2
upah,1
globe,1
menginsafi,3
banyak akal,3
mumpung,2
suara,2
besar hati,3
better,2
jeli,4
hemat,4
terlanjur,1
entitas,1
tajam mata,2
mendalam,3
insaf,2
pertiwi,3
imbalan,1
premium,2
simpatik,2
fantasy,2
mentab,2
memberi,2
ngajak,1
sayangnya,1
salambersama,1
muji,2
mengerti,2
lezat,5
tentangan,2
kepoin,2
sedap,5
tahan lama,1
lulus,5
mengganyang,1
ijtihad,3
ahli agama,1
pangeran,1
sahaja,2
meredam,1
merasai,1
solat,1
pendapatan,2
waspada,3
menyuap,1
ajakan,1
menyadari,2
ramah,5
satir,1
silaturahim,4
dibayar,3
terencana,2
pundi-pundi,2
promote,3
menyusutkan,1
kebaikan,4
menyempurnakan,3
majubersama,3
oportunitas,3
dialog,1
standardisasi,2
jualan,1
menyenangkan,4
melarutkan,1
perduli,4
cocok,4
trimakasih,4
pahala,2
menabung,4
pemberian,2
ustadz,3
pemandangan,2
semakin,2
ringan kepala,2
karib,4
mksh,2
perlawanan,1
penting,3
berpandangan,1
garis besar,2
beranak-pinak,2
fair,3
berarti,1
asli,2
kerja keras,3
natural,1
bersimpati,4
tulus,4
otak encer,2
menyuplai,2
refleksi,3
menemukan,2
perjuangin,3
berpendidikan,3
syukuri,3
talen,2
pertahankan,1
kecakapan,2
dede,1
bermutu,3
kebangkitan,2
lancarkan,3
berhajat,2
nabi,2
kualifikasi,2
luar biasa,4
intim,2
peka,2
awet,4
sahabatku,3
berbudi pekerti yang baik,3
ramaikan,3
reka,1
bantu,3
sensitif,1
bermanfaat,5
gede,2
bijaksana,1
berharga,3
congrats,3
aliansi,1
cadangan,2
kapabilitas,3
bangsawan,2
kekal,3
nikah,2
akrab,3
kagum,3
becus,1
soleha,3
tercengang,1
mengingatkan,3
gws,2
diajak,1
memfasilitasi,2
mempersiapkan,1
girang,3
imam,1
terpesona,4
disayang,3
mampu,2
ngelupain,1
upaya,1
bernilai,2
usaha,1
harmonis,3
cerdik,2
takjub,4
menyiapkan,1
mengasihi,2
terpana,1
sunyi,1
penyeragaman,1
mengucil,1
segenap,2
persiapan,2
cendekia,3
permata,3
natal,1
terpukau,2
naik ke pelaminan,3
gembira,5
pelajar,1
bertanya,2
meminati,3
ngurusin,2
terkesima,4
mencurigai,1
show,2
inteligen,1
rajin,4
hijau,3
tajam otak,4
empuk,3
berjaga-jaga,1
personalitas,1
diam,1
perataan,2
persediaan,3
kesediaan,1
cium,3
qadim,3
fine,3
terbuka,3
alamiah,2
pemenang,3
menyukai,4
terselenggaranya,3
dengar,2
cintamu,3
berpengetahuan,4
tablig,1
bersiap,1
koordinator,2
sumringah,4
kebolehan,2
berkeluarga,2
santai,2
mencintai,3
kepandaian,4
riang,3
senang,5
menyediakan,2
diamond,3
cool,2
kerjasama,3
perlu,2
sanggup,2
baginda,2
terang akal,3
menyeni,1
smga,1
bersedia,1
teduh,2
menghidangkan,2
cekatan,2
perak,1
ratna,2
menaruh hati,3
gombal,2
cantrik,3
berimbuh,1
genius,3
tangkas,2
naikkan,1
taman,1
menyayangi,4
bersemi,3
music,1
keseruan,3
antipati,2
merasuk,2
manfaatnya,3
fitrah,3
memperkuat,3
seindah,3
kecantikan,2
mata pencaharian,2
terkini,3
hamba allah,3
khasiat,4
lafal,2
rasuk,2
liat,2
hati,2
jihad,3
larut,1
pundi,2
jilbab,3
informasi,2
turun,1
seni,1
selenggara,3
rapat,1
tabung,3
kantong,1
karya,3
keroyok,1
tunjang,3
jempol,4
koordinasi,1
renang,1
bincang,2
pesona,4
sahut,1
edar,2
dandan,4
mahir,4
pandu,3
ken,3
pikir,1
pindah,1
pasuk,2
rata,1
naik,1
labuh,3
dapat,2
usik,1
menang,4
guna,1
tanya,2
pukau,2
moga,1
neng,5
longgar,3
zikir,4
baring,2
pati,3
pasti,3
keliru,1
kucup,2
aku,2
bom,1
aib,1
kerubung,1
bangan,2
bunga,3
boleh,2
imbuh,1
cengang,1
sembahyang,5
syukur,5
cinta,3
jelas,1
tingkat,1
timba ilmu,4
lakon,1
rencana,2
hendak,1
limpah,1
kembang,3
menung,2
tuntut ilmu,4
amuk,1
irama,4
citra,2
darat,1
jatuh,1
sudi,2
muas,5
hangat,4
selaras,3
bangkit,2
sir,2
banding,3
kuat duga,2
tumpu,1
guru,3
langgan,2
sinkron,1
daftar,1
jernih suasana,1
lam,3
bawa,1
benar,2
surat takdir,2
prasangka,1
kuntit,1
asosiasi,3
jungkal,1
tegar,2
suguh,2
suasana hati,1
rumah tangga,2
banyak,3
dukung,4
keluarga,4
lengkap,5
good job,5
sedia,2
teladan,4
inap,2
patut,2
singsing,3
sabar,5
timbun,1
lanjur,1
lapor,2
proses,1
kuasa,3
simpat,4
teguh hati,3
mata cahari,2
heboh,1
sempurna,3
erti,2
cengkeram,1
luang,2
kirim,2
tukar pikir,3
ringan,2
nyali,4
gapai,3
nyala,2
angkut,1
tanggap,3
aji,4
tanggulang,2
coba,2
hajat,1
aja,1
sampai,2
bobot,2
harga,3
kejut,3
jalan buka,3
timpal,2
tongkrong,1
ajar,1
rindu,2
tahu,4
isi,2
manfaat,5
masyhur,4
pergi,1
mohon diri,2
capai,4
tata,3
kerja,2
sokong,3
latih diri,4
persen,2
rasai,1
para,2
sangkut,2
taruh hati,3
alam,2
selesai,2
rusuh,1
akar,2
sambut,3
sungguh,4
tulang,2
kini,3
cerita,2
cari ilmu,4
ana,2
hitung,1
tafsir,2
laden,3
suka,3
bingkis,4
operasi,1
pudar,2
ikhtiar,3
amal,4
gila,3
kam,2
kucil,1
kesah,2
ganjar balas,1
tinggi,3
dahulu,2
puji,4
mimpi,2
denyut,2
pemuda,2
gambar,2
tukar,1
hadiah,4
telungkup,1
pandang,1
baik,3
tarik,2
cakap,2
panjat doa,4
imbal,1
mukim,2
kenang,3
anugerah,3
meni,4
mikat,2
rengkuh,1
jenak,1
mulai,1
gores,1
terima,2
sila,1
silah,3
poin,2
bunyi,2
telaah,2
dansa,3
buah,2
cepat,3
hidang,2
selawat,3
kesima,4
daya guna,4
buat,1
tiada,1
ibadat,4
jadi,1
layak,3
gelincir,1
simpul,3
mutu,3
pengaruh,3
bara,2
nikmat,3
atur,4
awat,5
redam,1
luk,3
suplai,2
awal,2
sembul,1
susut,1
tuju,3
tegur,2
tangan,1
lupa,1
pelamin,4
sembur,1
biasa,2
nila,2
asket,2
karena allah,2
sesal,1
tutup mulut,1
gelanggang,2
hias,3
beli,2
curiga,1
makin,2
colok,2
cekat,2
prihatin,2
tanding,2
dua,1
taat,3
damping,1
arti,1
naik ke pelamin,3
tunang,3
sanjung,2
hujan gerimis,1
lebih,1
suap,1
gelesot,1
sayang,3
serah,2
serunda,2
milik,1
kuat batin,3
tukar akal,1
biar,1
kualitas,4
jual,1
sama,3
pasang hidup,4
cium telapak kaki,1
bijak,3
dunia,1
bagi,2
faedah,4
ganyang,1
raih,2
yakin,3
bayang,2
jaring,3
gelora,2
lorot,1
banting,1
uji,1
libur,3
jawab,3
kerabat,3
tarik hati,3
cadang,2
aktif,2
gema,1
rilis,3
saksi,1
panjang,2
lucu,3
gali ilmu,4
hayat,3
jejal,1
arah,1
antisipasi,3
hidup,2
terang,2
imla,1
minta kpd tuhan,3
tetap,3
salin,3
parade,1
konfirmasi,3
wujud,2
kasih,2
dekat,1
iktikad,2
tunggu dunia,2
angsur,1
budi pekerti yang baik,3
hikmah,2
cemplung,1
rekam,2
buru,1
tampil,1
bakat,4
luas,3
pacar,2
bakar,1
taraf,3
bisu,1
jalan bebas hambat,2
rebut,1
cegah,2
toreh,1
anyar,4
gari,3
lambung,2
batu,2
makan,1
keluang,3
lindung,4
rinai,1
dalam,3
bimbing,3
cantik,2
gentar,1
gairah,3
lunas kapal,2
jago,3
dagel,3
ramai,3
jaga,2
semangat,4
duli,4
beri,2
temu,2
jeblos,1
serempak,3
satu,3
saji,4
fasilitas,2
lukis,2
tentang,1
tutur,3
teguh batin,3
pantar,1
lawas,1
lawan,1
tumpang tinggal,1
pantai,1
fiturnya lengkap,4
mempermudah,3
puas,3
tahan,1
parkir,1
nyaman,4
pandai,4
tara,2
titi,2
perata,2
kira,2
indah,3
kenyam,1
serta,2
bagus,3
taksir,3
hubung,1
kait,1
orak senyum,2
bahagia,4
seragam,1
coret,2
memperindah,3
lebun,3
wadak,3
lebuk,3
sesaji,4
merenung,3
pengajar,3
dikara,3
khalis,4
putus,3
faktitius,3
pasang,4
memafhumi,3
stabilitas,4
bapa,3
manis,5
tekanan jiwa,4
tempo-tempo,3
berpiuh,3
kepatuhan,3
anak sekolah,3
mempromosikan,3
takyin,3
ketapak,3
kegembiraan,4
kunci,3
pelanggan,4
lancung,3
tunas,3
tergeleng-geleng,4
berkobar-kobar,4
bacot,3
melakonkan,3
mengusili,4
ansar,4
kelezatan,4
binen,3
abid,3
mengawaki,5
belukar,3
remeh,4
banyolan,3
bersendeng,4
pertanda,4
komplet,3
tindakan,3
amerta,3
analisis,4
berlatih,4
penundukan,3
pengganti,3
karyawan,3
kondang,5
lalu,3
kalong,3
riasan,3
kecong,3
dewana,3
kesukacitaan,3
perwira,4
tela,3
perpaduan,4
sarap,3
candrasa,3
memegang kitab,4
apas,5
persesuaian,4
kesufian,4
meletakkan,4
digdaya,4
kadang,3
merentangkan,3
menginginkan,4
formasi,3
bersagang,4
nyata,4
prawira,4
terbalik akal,3
astagfirullah,3
kesohor,5
mabrur,4
harkat,5
geger,4
jernih,4
balasan,3
menyusuri,3
acuh tak acuh,4
berbagai,3
inayat,4
bantah-bantah,5
kadar,5
kaji,4
derauan,3
distribusi,3
unggulan,5
kebutuhan,4
tegap,3
